Covidence #,DOI,Title,Authors,Published Year,Journal,Purpose,Vascular Disease/Procedure,Data Source,Period Start,Period end,Ground Truth,Image Type,Input,Output,Sample Size,Event Size,CV Architecture,Explainability?,Validation Method,Train/Test/Validate,Outcomes,External Validation Outcomes,Participants,Predictors,Outcomes_probast,Analysis,Overall,"Title (prediction, population, outcome)","Abstract  (objectives, design, predictors, outcome, stats, results)",Background (rationale),Objectives,Data (Source),Data (Dates),Participants (setting),Participants (eligibility),Paritcipants (treatments),Data Preparation (similar/diff b/w groups?),"Outcome (definition, timing)",Outcome (subjective),Outcome (blind),Analysis (use: eval of model performance?),Analysis (predictors handling: transforms etc.),"Analysis (model rationale, hyperparam)",Analysis (heterogeneity),Analysis (measures and plots),Analysis (model updating),Analysis (predictions calculation),Class Imbalance methods,Fairness,"Model Output (if classification, what threshold ID?)","Model specification (how to use, differences for healthcare)","Particiapants (number of participants with/without outcome, follow-up, ?diagram)","Participants (characteristics, number with missing data)","Model development (# of participants, event rate)","Model specification (formula, code, program)","Model performance (CI,)",Model updating (results),Interpretation,Limitations,Usability (poor input),Usability (interaction/expertise),Usability (future steps),Ethical approval,Funding,Conflicts of Intereset,Protocol,Registration,Data sharing,Code sharing,Patient and Public involvement,,,,,,,
#1176,https://dx.doi.org/10.1016/j.ejrad.2019.108713,Fully automatic segmentation of type B aortic dissection from CTA images enabled by deep learning.,"Cao, Long; Shi, Ruiqiong; Ge, Yangyang; Xing, Lei; Zuo, Panli; Jia, Yan; Liu, Jie; He, Yuan; Wang, Xinhao; Luan, Shaoliang; Chai, Xiangfei; Guo, Wei",2019,European journal of radiology,Segmentation,Type B Aortic Dissection,Retrospective (single),2011,2018,2 clinicians,CTA ,CTA of aorta ,"Segmentation of aorta, TL, FL. Then calculation of diameter, volume and other parameters. 3 diff models (separate, simulatenous, aorta and TL/FL separate)",276,N/A,Unet ,0,3-fold cross validation,53/27/10,DC=0.93 ,0,l,l,l,h,h,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,
#1185,https://dx.doi.org/10.1007/s10278-019-00281-5,Classification of Aortic Dissection and Rupture on Post-contrast CT Images Using a Convolutional Neural Network.,"Harris, Robert J; Kim, Shwan; Lohr, Jerry; Towey, Steve; Velichkovich, Zeljko; Kabachenko, Tim; Driscoll, Ian; Baker, Brian",2019,Journal of digital imaging,Diagnosis,Aortic dissection (Type B and Type A) + rupture,Prospective,4 week,N/A,Radiologist (1),CTA ,CTA of aorta,"Classificiation: normal, dissection, rupture",778,499,CNN   ,0,NR,80/20,"Dissection: sens=0.878, spec=0.960. Rupture: sens= 1, spec=0.96",0,l,l,h,u,h,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,,,,,,,
#1222,https://dx.doi.org/10.1007/s10916-018-1001-y,Convolutional Neural Network for Segmentation and Measurement of Intima Media Thickness.,"S, Sudha; K B, Jayanthi; C, Rajasekaran; Madian, Nirmala; T, Sunder",2018,Journal of medical systems,Segmentation,Carotid stenosis,Prospective,N/A,N/A,NR,US,CCA US,ROI for IMC. Segmentation of IM. IMT is binary variable (measured b/w LI and MA boundaries) with a snak model,110,N/A,CNN (ROI + Segmentation) + Snakes,0,NR,82/18',MAD=0.08 mm ,0,l,l,h,h,h,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,,,,,,,
#1228,https://dx.doi.org/10.1016/j.compbiomed.2018.05.014,Deep learning strategy for accurate carotid intima-media thickness measurement: An ultrasound study on Japanese diabetic cohort.,"Biswas, Mainak; Kuppili, Venkatanareshbabu; Araki, Tadashi; Edla, Damodar Reddy; Godia, Elisa Cuadrado; Saba, Luca; Suri, Harman S; Omerzu, Tomaz; Laird, John R; Khanna, Narendra N; Nicolaides, Andrew; Suri, Jasjit S",2018,Computers in biology and medicine,Segmentation,Carotid stenosis,Prospective,N/A,N/A,Sonographer ,US,CCA US,Segmentation of LIB and MAB. Then smoothened with another Deep learning system. This is used to calcualted cIMT,203 (396 images),N/A,CNN,0,10-fold cross validation,90/10',MAD (cIMT)=0.124 mm,0,l,l,l,h,h,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,
#1240,https://dx.doi.org/10.1016/j.media.2018.03.010,Fully automatic detection and segmentation of abdominal aortic thrombus in post-operative CTA images using Deep Convolutional Neural Networks.,"Lopez-Linares, Karen; Aranjuelo, Nerea; Kabongo, Luis; Maclair, Gregory; Lete, Nerea; Ceresa, Mario; Garcia-Familiar, Ainhoa; Macia, Ivan; Gonzalez Ballester, Miguel A",2018,Medical image analysis,Segmentation,AAA ,Prospective,N/A,N/A,Vascular surgeon,CTA ,Whole body CTA ,ROI detection of AAA in whole body CTA followed by segmentation. ,13,N/A,CNN ,1 (feature maps),4-fold cross validation,75/25,DC=0.82,0,h,l,u,h,h,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,
#1257,https://dx.doi.org/10.1016/j.cmpb.2017.10.002,An integrated method for atherosclerotic carotid plaque segmentation in ultrasound image.,"Qian, Chunjun; Yang, Xiaoping",2018,Computer methods and programs in biomedicine,Segmentation,Carotid stenosis,Public ,NR,NR,Clinicians,US   ,CCA uUS,Segmentation mask from probability map,29,n/A,"Ensemble: SVM, AdaBoost, RF ",1 (classification maps),leave-one-out,NR,"sens=0.804, spec=0.965, DC=0.81, overlap index=0.683, HD=1.75mm, AUROC=0.897",0,h,l,u,h,h,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,
#1267,https://dx.doi.org/10.1109/TBME.2016.2632522,Area Determination of Diabetic Foot Ulcer Images Using a Cascaded Two-Stage SVM-Based Classification.,"Wang, Lei; Pedersen, Peder C; Agu, Emmanuel; Strong, Diane M; Tulu, Bengisu",2017,IEEE transactions on bio-medical engineering,Segmentation,Diabetic foot,Retrospective (single),2015,2017,Clinicians ,Skin images ,Foot images,"Segmentation of wound, get area from this",15,N/A,SVM ,0,10-fold cross validation,90/10',"sens=0.733, spec=0.946",0,h,l,l,l,h,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,
#1318,https://dx.doi.org/10.1109/JBHI.2016.2631401,A Convolutional Neural Network for Automatic Characterization of Plaque Composition in Carotid Ultrasound.,"Lekadir, Karim; Galimzianova, Alfiia; Betriu, Angels; Del Mar Vila, Maria; Igual, Laura; Rubin, Daniel L; Fernandez, Elvira; Radeva, Petia; Napel, Sandy",2017,IEEE journal of biomedical and health informatics,Diagnosis,Carotid stenosis,Retrospective,NR,NR,Sonographer ,US ,Carotid US,"Classification: lipid core, fibrous tissue, calficified tissue ",56,,CNN,1,5-fold validation ,80/10/10',"Sens=0.76, spec=0.86",0,h,l,u,h,h,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,,,,,,,
#1333,https://dx.doi.org/10.1117/1.JMI.6.2.024002,Boundary determination of foot ulcer images by applying the associative hierarchical random field framework.,"Wang, Lei; Pedersen, Peder C; Agu, Emmanuel; Strong, Diane; Tulu, Bengisu",2019,"Journal of medical imaging (Bellingham, Wash.)",Segmentation,Diabetic Foot,Public,2017,2019,Ground truth,Skin image,Foot images,Segmentation of wound  ,262,,Associative hierarchical random field,0,10-fold cross validation,90/10',"Spec=0.95, sens=0.77",0,u,l,l,h,h,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,,,,,,,
#1336,https://dx.doi.org/10.1007/978-3-030-33327-0_20,Abdominal Aortic Aneurysm Segmentation Using Convolutional Neural Networks Trained with Images Generated with a Synthetic Shape Model.,"Lopez-Linares, Karen; Stephens, Maialen; Garcia, Inmaculada; Macia, Ivan; Ballester, Miguel Angel Gonzalez; Estepar, Raul San Jose",2019,"Machine learning and medical engineering for cardiovascular health and intravascular imaging and computer assisted stenting : first International Workshop, MLMECH 2019, and 8th Joint International Workshop, CVII-STENT 2019, held in conj...",Segmentation,AAA,"Simulated dataset (synthetic data for training, real data for validation)  ",NR,NR,"Semi-automatic, 1 expert",CTA ,CTA of oarta,Generate synthetic image (with synthetic image),12 (for synthetic images),0,CNN (segmentation),0,NR,NR,"DC=0.88, jaccard=0.78",0,l,l,l,h,h,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
#1344,https://dx.doi.org/10.1117/12.2293371,Neural network fusion: a novel CT-MR Aortic Aneurysm image segmentation method.,"Wang, Duo; Zhang, Rui; Zhu, Jin; Teng, Zhongzhao; Huang, Yuan; Spiga, Filippo; Hong-Fei Du, Michael; Gillard, Jonathan H; Lu, Qingsheng; Lio, Pietro",2018,Proceedings of SPIE--the International Society for Optical Engineering,Segmentation,AAA ,Prospective ,N/A,N/A,Radiologist+cardiovascular doc,CT+MRI,,"Segmentation: aorta wall, lumen, thrombus, calcification, background",25,N/A,CNN ,1 (heatmap),0,80/10/10',Acc=0.99,0,l,l,h,u,h,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
#1538,https://dx.doi.org/10.1016/j.medengphy.2013.03.005,Robust infrarenal aortic aneurysm lumen centerline detection for rupture status classification.,"Zhang, Hong; Kheyfets, Vitaly O; Finol, Ender A",2013,Medical engineering & physics,Diagnosis,AAA (infrarenal),Retrospective (single),2008,2010,Radiologist,CTA ,"CTA of phantom for training, tested on the sample size",Centerline detection first then Adaboost Classification: AAA or non-AAA.,60,30,AdaBoost,0,NR,NR,accuary=0.919,0,l,l,h,h,h,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,,,,,,,
#2201,https://dx.doi.org/10.1016/j.imed.2023.05.003,Atherosclerotic plaque classification in carotid ultrasound images using machine learning and explainable deep learning,Singh S.; Jain P.K.; Sharma N.; Pohit M.; Roy S. ,2024,Intelligent Medicine,Diagnosis,Carotid stenosis,Public ,NR,NR,NR,US,US of CCA ,Classification: high risk or low risk ,190,139,"Ensemble: VGG16, ResNet, SqueezeNet, GoogLeNet, XceptionNet ",1 (grad-CAM),5-fold cross validation,80/20 ,"acc=0.9820, sens=0.9857, spec=0.9765, prec=0.9860, f1=-.9856",0,u,l,h,h,h,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,
#40,,A Deep Learning Model for Predicting the Outcome of Persistent Type 2 Endoleaks after Endovascular Abdominal Aortic Aneurysm Repair.,"Wang, Yonggang; Zhou, Min; Ding, Yong; Li, Xu; Zhou, Zhenyu; Shi, Zhenyu; Fu, Weiguo",2022,Acta chirurgica Belgica,Diagnosis,EVAR (endoleaks),Retrospective (single),2010,2019,"ROI by 2 vasc surgeons, diagnosis by charts ",CTA ,CTA of aorta with stent ,"First ROI detection, then Classification: severe adverse events from T2EL ",94,21,CNN + ResNet,1 (grad-CAM ),NR,80/20',"AU0.917, acc=0.842, prec=0.929, recall=0.867, f1=0.897",0,l,l,u,u,u,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,,,,,,,
#7385,10.1016/j.ejrad.2024.111388,Deep learning algorithm applied to plain CT images to identify superior mesenteric artery abnormalities,"Mei, JH; Yan, H; Tang, ZY; Piao, ZY; Yuan, Y; Dou, Y; Su, HB; Hu, CF; Meng, MZ; Jia, ZZ",2024,EUROPEAN JOURNAL OF RADIOLOGY,Diagnosis,Superior Mesenteric Artery abnormalities ,Retrospective (single),2013,2022,Clinical model + 2 radiologists ,CT,CT ,Plain CT ,1048,474,YOLOV ,0,NR,74/8/8',"AUROC=0.99, sens=1, spec=0.907",1,l,l,l,u,u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,
#7495,10.1007/978-3-030-87583-1_1,Automatic Ultrasound Vessel Segmentation with Deep Spatiotemporal Context Learning,"Jiang, BC; Chen, A; Bharat, S; Zheng, MX",2021,SIMPLIFYING MEDICAL ULTRASOUND,Segmentation (vessel centerline),PAD (femoral + tibial artery),Prospective,N/A,N/A,2 vascular sonographers ,US,"B-mode US + Color Doppler signals: multimodal (spatial, temporal, contextual features)",Segmentation of peripheral vessels ,7,0,mod U-net,1 (attention maps),leave-one-out,6/1',DC=0.927,0,u,l,l,h,h,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
#7499,10.1109/ACCESS.2024.3404023,CAROTIDNet: A Novel Carotid Symptomatic/Asymptomatic Plaque Detection System Using CNN-Based Tangent Optimization Algorithm in B-Mode Ultrasound Images,"Ali, T; Pathan, S; Salvi, M; Meiburger, KM; Molinari, F; Acharya, UR",2024,IEEE ACCESS,Diagnosis,Carotid stenosis,Retrospective,N/A,N/A,Charts,US ,Longitudinal US of carotd,Classification: sx or asx ,420 (1773 images),1353,CNN ,1 (grad-CAM) ,5-fold cross validation,80/20' ,"acc=0.9882, sens=0.9941, spec=0.9574 ",,u,l,h,l,h,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,
#7509,10.1109/comcomap46287.2019.9018679,Faster R-CNN for Detection of Carotid Plaque on Ultrasound Images,"IEEE; An, XJ; Ye, GL; Zhou, XA; Jiao, ZB; Ding, SW; Xie, YH",2019,"2019 COMPUTING, COMMUNICATIONS AND IOT APPLICATIONS (COMCOMAP)",Diagnosis ,Carotid stenosis,Retrospective (single),N/A ,N/A,2 US diagnositicians ,US,US of carotd,"Classification: plaque, hardening, artificats, normal ",284 (687 images),N/A,Inception + R-CNN ,0,NR,NR,precision=0.5862 ,0,h,l,u,h,h,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
#7614,10.1007/978-3-031-08341-9_16,Deep Learning-Based Segmentation of the Atherosclerotic Carotid Plaque in Ultrasonic Images,"Liapi, GD; Kyriacou, E; Loizou, CP; Panayides, AS; Pattichis, CS; Nicolaides, AN",2022,ARTIFICIAL INTELLIGENCE APPLICATIONS AND INNOVATIONS. AIAI 2022 IFIP WG 12.5 INTERNATIONAL WORKSHOPS,Segmentation ,Carotid stenosis,Retrospective (single),N/A,N/A,1 vascular surgeon (segmentation),Video US,Vide of US ,Segmentation of plaque -> Classification (sx vs. asx),201 images ,92,Unet,0,NR ,75/8/13',"DC=0.736, IoU=0.583, kappa=0.728, HD=0.65 ",0,u,l,l,h,h,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,
#7705,10.1117/12.2542277,Design of a Multilayer Neural Network for the Classification of Skin Ulcers' Hyperspectral Images: a Proof of Concept,"Jaramillo, DC; Escobar, JE; Galeano, J; Torres-Madronero, MC",2020,15TH INTERNATIONAL SYMPOSIUM ON MEDICAL INFORMATION PROCESSING AND ANALYSIS,Diagnosis,Leg ulcer ,Public  ,NR,NR,NR,Hyperspectral images ,Hyperspectral images (various wavelengths per pixel),"Classification: occlusive vasculopathy, venous, Leishmaniasis, diabetic (1 case per patient: 4 patients)",4,NA,Multilayer Neural network/FFNN ,,NR,70/30',TP=0.916 (POOR),0,h,l,l,h,h,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,
#7755,10.3233/THC-220152,Automatic segmentation of ultrasound images of carotid atherosclerotic plaque based on Dense-UNet,"Deng, CL; Adu, JH; Xie, SH; Li, ZH; Meng, QG; Zhang, QF; Yin, LX; Peng, B",2023,TECHNOLOGY AND HEALTH CARE,Segmentation,Carotid stenosis,Retrospective (single),NR,NR,Ultrasound medical doctors (tissue components),US,US of car,Segmentation of plaque: (not components),200,N/A,DenseNet+U-Net ,0,NR,6/1' ,"DC=0.96, VOE=0.047 ",0,u,l,l,u,u,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,,,,,,,
#7757,10.1109/ACCESS.2023.3258408,UR-CarA-Net: A Cascaded Framework With Uncertainty Regularization for Automated Segmentation of Carotid Arteries on Black Blood MR Images,"Lavrova, E; Salahuddin, Z; Woodruff, HC; Kassem, M; Camarasa, R; Van Kolk, AGD; Nederkoorn, PJ; Bos, D; Hendrikse, J; Kooi, ME; Lambin, P",2023,IEEE ACCESS,Segmentation,Carotid stenosis,Prospective (multicenter),NR,NR,NR,MRI  ,Black blood MRI of carotdi artery (bifurcation to ICA),Segmentation of plaque,153,N/A ,3D nnU-Net,0,NR,70/15/15',"DC=0.917, Intraclass correlation=0.90",1,l,l,u,h,h,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,,,,,,,
#2249,https://dx.doi.org/10.1016/j.bspc.2024.106407,Affine registration of thermal images of plantar feet using convolutional neural networks,Aferhane A.; Bouallal D.; Douzi H.; Harba R.; Vilcahuaman L.; Arbanil H. ,2024,Biomedical Signal Processing and Control,Diagnosis ,Diabetic Foot,Prospective ,N/A,N/A,Charts,Thermogram,Foot thermograms (smartphone app),Classification: diabetes vs. not (using asymmetric analysis),247,145,"Ensemble: CNN, VGG, DenseNet ",0,NR,80/20',"DC=0.95, ",0,l,l,u,h,h,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,,,,,,,
#2274,https://dx.doi.org/10.1016/j.bspc.2024.106350,Bi-attention DoubleUNet: A deep learning approach for carotid artery segmentation in transverse view images for non-invasive stenosis diagnosis,Ottakath N.; Akbari Y.; Al-Maadeed S.A.; Bouridane A.; Zughaier S.M.; Chowdhury M.E.H. ,2024,Biomedical Signal Processing and Control,Segmentation,Carotid stenosis,Public  ,NR,NR,Public   ,US, Transverse images ,Segmentation of the carotid artery ,971 images ,N/A,Unet ,1 (attention maps),NR,80/10/10',"ED=0.9596, IOU=0.9792, PREC=0.9853, RECALL=0.9757",0,u,l,u,h,h,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,,,,,,,
#2286,https://dx.doi.org/10.1016/j.imu.2022.100884,Detect-and-segment: A deep learning approach to automate wound image segmentation,Scebba G.; Zhang J.; Catanzaro S.; Mihai C.; Distler O.; Berli M.; Karlen W. ,2022,Informatics in Medicine Unlocked,Segmentation ,Diabetic Foot,Public + Retropsective,NR,NR,"Researcher, wound nurse, author, etc.",Skin image ,,Segmentation of wound  ,216,N/A,"Ensemble: U-Net, ConvNet, DeepLabV3, ResNet, CNN, VGG",0,5-fold cross validation,72/18/10',"Correlation coeff=0.85, IoU=0.78",0,l,l,l,u,u,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,,,,,,,
#2292,https://dx.doi.org/10.1504/IJBET.2024.137344,Atherosclerotic plaque segmentation using modified UNet with hybrid pooling layers,Singh S.; Jain P.K.; Sharma N.; Pohit M. ,2024,International Journal of Biomedical Engineering and Technology,Segmentation,Carotid stenosis,Retrospective,NR,NR,NR,US,US of CCA ,Segmentation of carotid plaque ,190 (379 images) ,N/A,U-Net,0,5-fold cross validation,80/20',"AUROC=0.97, correlation coeff=0.96",0,h,l,h,h,h,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,
#2339,https://dx.doi.org/10.1016/j.bspc.2024.106057,FUSegNet: A deep convolutional neural network for foot ulcer segmentation,Dhar M.K.; Zhang T.; Patel Y.; Gopalakrishnan S.; Yu Z. ,2024,Biomedical Signal Processing and Control,Segmentation,Diabetic Foot,Public,NR,NR,Public: wound care experts,Skin iamges,,Segmentation of diabetic ulcer,2220 images,N/A,EfficientNet ,0,5-fold cross validation,80/20',DC=0.90,0,l,l,l,u,u,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,,,,,,,
#2356,https://dx.doi.org/10.4015/S1016237223500308,DETECTION OF CHRONIC VENOUS INSUFFICIENCY CONDITION USING TRANSFER LEARNING WITH CONVOLUTIONAL NEURAL NETWORKS BASED ON THERMAL IMAGES,Krishnan N.; Muthu P. ,2024,"Biomedical Engineering - Applications, Basis and Communications",Diagnosis,Chronic Venous Insufficiency,Retrospective ,2021,2023,Charts,Thermogram,Thermogram of leg  ,Classification: CVI,960,480,"Ensemble: DenseNet, EfficientNet, Inception",,0,80/20',"Acc=0.974, sens=951, spec=1, prec=1, f1=0.97, correlation coeff=0.94",0,l,l,u,h,h,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,
#2487,https://dx.doi.org/10.1016/j.ibmed.2023.100128,DFU_MultiNet: A deep neural network approach for detecting diabetic foot ulcers through multi-scale feature fusion using the DFU dataset,Biswas S.; Mostafiz R.; Paul B.K.; Mohi Uddin K.M.; Rahman M.M.; Shariful F.N.U. ,2023,Intelligence-Based Medicine,Diagnosis,Diabetic Foot,Public,NR,NR,Public ,Skin image,Foot images,Classification: ulcer or healthy,555,512,"Ensemble: DenseNet, VGG16, NasNet, ",0,NR,70/20/10',"acc=0.9906, prec=1, recall=0.9818, spec=1, f1=0.9908, AUROC=0.9909",0,l,l,u,h,h,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,,,,,,
#2585,https://dx.doi.org/10.1016/j.bspc.2023.105341,DFU_VIRNet: A novel Visible-InfraRed CNN to improve diabetic foot ulcer classification and early detection of ulcer risk zones,Reyes-Luevano J.; Guerrero-Viramontes J.A.; Ruben Romo-Andrade J.; Funes-Gallanzi M. ,2023,Biomedical Signal Processing and Control,Diagnosis,Diabetic foot,Public (5),NR,NR,Public,Skin image + thermogram ,Foot images,"Classification: health or diabetic, ischemia or not, infection or not ",16079 images,N/A,Custom CNN ,1 (estimation map),10-fold cross validation ,50/25/25,"AUROC=0.97, f1=0.93",0,u,l,u,u,u,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,,,,,,
#2612,https://dx.doi.org/10.1007/s40846-023-00802-2,Deep Learning-Based Clinical Wound Image Analysis Using a Mask R-CNN Architecture,Huang S.-T.; Chu Y.-C.; Liu L.-R.; Yao W.-T.; Chen Y.-F.; Yu C.-M.; Tung K.-Y.; Chiu H.-W.; Tsai M.-F. ,2023,Journal of Medical and Biological Engineering,Segmentation ,PAD,Retrospective (single),2016,2019,NR,Skin image  ,Skin image of leg ,"Segmentation of PAD, if any PAD ROI diagnose as PAD. Metrics based on diagnosis  ",3329 images ,NR,RCNN  ,0,NR,70/15/15',"IoU=0.69, recall=0.72, prec=0.77, f1=0.75, prec=0.71",0,l,l,h,h,h,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
#2631,https://dx.doi.org/10.1016/j.jrras.2023.100640,Deep learning based automatic Debakey classification of aortic dissection using CT plain scan,Chen L.-F.; Zhu X.-X.; Li D.-L.; Fang K.-B.; Zheng H.-F.; Qiu C.-Z. ,2023,Journal of Radiation Research and Applied Sciences,Diagnosis,Aortic dissection  ,Retropsective,NR,NR,NR,CT ,NR,"Classification: DeBakey classification (I, II, III)",334,N/A,Custom Unet,0,NR,NR,NR,0,u,l,h,h,h,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,,,,,,,
#2642,https://dx.doi.org/10.1016/j.jrras.2023.100630,Assessment of stroke risk using MRI-VPD with automatic segmentation of carotid plaques and classification of plaque properties based on deep learning,Wang Y.; Cai C.; Du Y.-M.; Li Y.-Z.; Li S.-T.; Huang J.; Wu H. ,2023,Journal of Radiation Research and Applied Sciences,Segmentation+Diagnosis,Carotid stenosis,Retrospective (multi),NR,NR,NR,CT,CT of carotid (axial),Segmentation of plaque. Classification: high risk or stable,87 (3481 scans),1609,"Unet (segmentation), ResNet (diagnosis)",,NR,70/30',acc=0.9411,0,l,l,u,l,u,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,,,,,,
#2654,https://dx.doi.org/10.1109/JBHI.2023.3270711,Interactive Skin Wound Segmentation Based on Feature Augment Networks,Zhang P.; Chen X.; Yin Z.; Zhou X.; Jiang Q.; Zhu W.; Xiang D.; Tang Y.; Shi F. ,2023,IEEE Journal of Biomedical and Health Informatics,Segmentation,Leg ulcer,Public (2) ,NR,NR,Wound care specialist,Skin image,Foot images ,Segmentation of wound  ,1562,N/A,Feature Augment Network: ResNet,1 (edge detector),5-fold cross validation,80/20',"DC=0.87, IoU=0.795, sens=0.90, spec=0.985",0,u,l,l,l,u,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,,,,,,,
